timestamp,rss,vms,page_faults,major_faults,minor_faults,swap,cpu_percent
0.012421131134033203,522.4765625,25683.0234375,0,0,0,0,0.0
0.11917376518249512,522.4765625,25683.0234375,0,0,0,0,103.1
0.22400331497192383,522.4765625,25683.0234375,0,0,0,0,104.9
0.3286726474761963,522.4765625,25683.0234375,0,0,0,0,105.1
0.43297600746154785,522.4765625,25683.0234375,0,0,0,0,105.5
0.5371441841125488,522.4765625,25683.0234375,0,0,0,0,105.6
0.6491878032684326,578.1328125,25738.74609375,0,0,0,0,98.2
0.7534360885620117,666.21875,25826.640625,0,0,0,0,105.5
0.8576085567474365,666.21875,25826.640625,0,0,0,0,105.6
0.9619860649108887,666.21875,25826.640625,0,0,0,0,105.4
1.0661003589630127,666.21875,25826.640625,0,0,0,0,96.0
1.1711974143981934,666.21875,25826.640625,0,0,0,0,114.2
1.2786736488342285,666.21875,25826.640625,0,0,0,0,93.0
1.3871965408325195,695.2578125,25856.9375,0,0,0,0,691.1
