timestamp,rss,vms,page_faults,major_faults,minor_faults,swap,cpu_percent
0.020715951919555664,745.22265625,25836.84765625,0,0,0,0,0.0
0.13477349281311035,745.22265625,25836.84765625,0,0,0,0,114.0
0.24749207496643066,745.22265625,25836.84765625,0,0,0,0,106.5
0.35962891578674316,745.22265625,25836.84765625,0,0,0,0,115.9
0.47127866744995117,745.22265625,25836.84765625,0,0,0,0,107.5
0.5827224254608154,745.22265625,25836.84765625,0,0,0,0,107.7
0.7102792263031006,745.22265625,25836.84765625,0,0,0,0,109.8
0.8245751857757568,891.70703125,25983.33203125,0,0,0,0,105.0
0.9425690174102783,891.70703125,25983.33203125,0,0,0,0,118.6
1.0611484050750732,891.70703125,25983.33203125,0,0,0,0,118.1
1.178983211517334,891.70703125,25983.33203125,0,0,0,0,118.8
1.295682668685913,891.70703125,25983.33203125,0,0,0,0,102.8
1.41013503074646,891.70703125,25983.33203125,0,0,0,0,113.6
1.5219357013702393,891.70703125,25983.33203125,0,0,0,0,107.3
1.6350514888763428,891.70703125,25983.33203125,0,0,0,0,6648.2
1.7472612857818604,891.70703125,25983.33203125,0,0,0,0,8919.6
1.8598175048828125,891.70703125,25983.33203125,0,0,0,0,9123.0
1.972749948501587,891.70703125,25983.33203125,0,0,0,0,10017.5
2.090304374694824,891.70703125,25983.33203125,0,0,0,0,9875.8
2.2071354389190674,891.70703125,25983.33203125,0,0,0,0,8294.1
2.3258814811706543,894.9765625,25987.33203125,0,0,0,0,7772.6
2.443735122680664,894.9765625,25987.33203125,0,0,0,0,8561.6
2.560593605041504,895.03125,26019.3359375,0,0,0,0,5776.3
2.678446054458618,896.9453125,25991.83203125,0,0,0,0,5702.0
2.7958145141601562,902.234375,26027.2109375,0,0,0,0,5683.0
2.914321184158325,905.37109375,26030.3359375,0,0,0,0,5660.5
3.0342488288879395,993.17578125,26094.08203125,0,0,0,0,7622.5
3.1542093753814697,993.17578125,26094.08203125,0,0,0,0,8520.7
3.2805819511413574,993.17578125,26094.08203125,0,0,0,0,8735.8
3.4140708446502686,993.17578125,26094.08203125,0,0,0,0,7895.7
3.533872365951538,993.17578125,26094.08203125,0,0,0,0,8147.1
3.6680681705474854,993.17578125,26094.08203125,0,0,0,0,9269.8
3.788043975830078,993.17578125,26094.08203125,0,0,0,0,7701.5
3.912655830383301,994.59375,26126.0859375,0,0,0,0,7915.9
4.03278923034668,994.33984375,26126.0859375,0,0,0,0,5628.2
4.151975154876709,994.33984375,26094.08203125,0,0,0,0,5629.8
4.27243709564209,994.33984375,26126.0859375,0,0,0,0,5561.8
4.391899347305298,994.33984375,26094.08203125,0,0,0,0,5608.6
4.52545690536499,1003.83203125,26103.9609375,0,0,0,0,8767.6
4.6435182094573975,1003.98046875,26103.9609375,0,0,0,0,7758.9
4.763457536697388,1003.98046875,26103.9609375,0,0,0,0,6228.0
4.885712385177612,1004.21484375,26103.9609375,0,0,0,0,9195.2
5.008234739303589,1004.21484375,26103.9609375,0,0,0,0,8878.3
5.141878128051758,1004.21484375,26103.9609375,0,0,0,0,9039.0
5.269355058670044,1004.21484375,26103.9609375,0,0,0,0,8174.0
5.391307592391968,1004.21484375,26103.9609375,0,0,0,0,7978.6
5.510684967041016,1004.21484375,26135.96484375,0,0,0,0,5637.7
5.630813360214233,1004.21484375,26103.9609375,0,0,0,0,5610.7
5.751421689987183,1004.21484375,26135.96484375,0,0,0,0,5580.1
5.872410774230957,1004.46875,26135.96484375,0,0,0,0,5511.4
5.992909908294678,1005.92578125,26105.33203125,0,0,0,0,7163.9
6.125732660293579,1005.92578125,26105.33203125,0,0,0,0,9222.7
6.257474899291992,1005.92578125,26105.33203125,0,0,0,0,8683.6
6.3834898471832275,1005.92578125,26105.33203125,0,0,0,0,8967.2
6.504195928573608,1005.92578125,26105.33203125,0,0,0,0,9038.5
6.625027894973755,1005.92578125,26105.33203125,0,0,0,0,6190.4
6.745802164077759,1005.92578125,26105.33203125,0,0,0,0,6243.1
6.868934631347656,1005.92578125,26105.33203125,0,0,0,0,6560.3
6.989513397216797,1005.92578125,26105.33203125,0,0,0,0,8909.6
7.120357275009155,1005.92578125,26105.33203125,0,0,0,0,8162.0
7.241435766220093,1006.1796875,26137.3359375,0,0,0,0,7532.4
7.359427452087402,1006.1796875,26137.3359375,0,0,0,0,5661.6
7.478888750076294,1006.1796875,26137.3359375,0,0,0,0,5616.8
7.598865270614624,1006.1796875,26137.3359375,0,0,0,0,5576.0
7.724213361740112,1005.92578125,26105.33203125,0,0,0,0,6350.5
7.852491617202759,1005.92578125,26105.33203125,0,0,0,0,10350.0
7.976811647415161,1006.6484375,26105.33203125,0,0,0,0,8914.6
8.097222328186035,1006.8515625,26105.33203125,0,0,0,0,7142.2
8.216184377670288,1007.30078125,26105.33203125,0,0,0,0,7355.6
8.333502769470215,1007.30078125,26105.33203125,0,0,0,0,6265.1
8.455378293991089,1007.30078125,26105.33203125,0,0,0,0,7146.2
8.57737398147583,1007.94921875,26105.33203125,0,0,0,0,9794.2
8.69898271560669,1008.34765625,26105.33203125,0,0,0,0,7738.6
8.819628238677979,1008.53515625,26105.33203125,0,0,0,0,8330.7
