timestamp,rss,vms,page_faults,major_faults,minor_faults,swap,cpu_percent
0.06793642044067383,3278.47265625,28366.33984375,0,0,0,0,0.0
0.2341909408569336,3278.47265625,28366.33984375,0,0,0,0,144.4
0.4002525806427002,3278.47265625,28366.33984375,0,0,0,0,132.5
0.5667028427124023,3278.47265625,28366.33984375,0,0,0,0,144.2
0.7323727607727051,3280.55859375,28366.33984375,0,0,0,0,2208.8
0.9155921936035156,3282.03515625,28366.33984375,0,0,0,0,4432.2
1.0913424491882324,3282.03515625,28366.33984375,0,0,0,0,2793.1
1.2606759071350098,3282.03515625,28366.33984375,0,0,0,0,1949.5
1.4376943111419678,3282.03515625,28366.33984375,0,0,0,0,4434.6
1.6164515018463135,3282.03515625,28366.33984375,0,0,0,0,1980.4
1.7919650077819824,3282.03515625,28366.33984375,0,0,0,0,2341.6
1.957376480102539,3282.03515625,28366.33984375,0,0,0,0,3065.2
2.123149871826172,3282.03515625,28366.33984375,0,0,0,0,2207.4
2.30436372756958,3282.03515625,28366.33984375,0,0,0,0,4023.4
2.481241464614868,3282.03515625,28366.33984375,0,0,0,0,2493.1
2.6494510173797607,3346.37890625,28438.34375,0,0,0,0,1426.8
2.831082820892334,3565.640625,28686.3515625,0,0,0,0,2731.1
3.0038199424743652,3601.0078125,28702.34765625,0,0,0,0,2772.4
3.179957389831543,3830.40234375,28942.3515625,0,0,0,0,2458.8
3.3747129440307617,4094.44140625,29214.359375,0,0,0,0,2623.8
3.5565781593322754,4127.3828125,29230.35546875,0,0,0,0,2644.8
3.749971628189087,4316.27734375,29502.36328125,0,0,0,0,6355.0
3.9337987899780273,4436.2265625,29566.36328125,0,0,0,0,3606.6
4.119176864624023,4282.35546875,29406.359375,0,0,0,0,3495.0
4.307920694351196,4214.359375,29334.35546875,0,0,0,0,4583.7
4.490963459014893,4226.44140625,29326.3515625,0,0,0,0,879.5
4.676866054534912,4376.75390625,29470.35546875,0,0,0,0,1543.9
4.862594842910767,4232.953125,29326.34765625,0,0,0,0,4022.0
5.047650575637817,4280.375,29422.3515625,0,0,0,0,6353.8
5.239713668823242,4337.4921875,29422.3515625,0,0,0,0,4592.9
5.435450792312622,4241.91796875,29326.34765625,0,0,0,0,4306.9
5.6156675815582275,4050.0390625,29134.34375,0,0,0,0,1969.8
5.7946717739105225,4042.140625,29206.34765625,0,0,0,0,1424.4
5.9736645221710205,4045.7265625,29134.34375,0,0,0,0,3843.5
6.1573498249053955,4000.0,29158.34375,0,0,0,0,6071.1
6.348883867263794,4073.54296875,29158.34375,0,0,0,0,5439.5
6.539850473403931,4066.0625,29158.34375,0,0,0,0,4195.1
6.718238830566406,3970.05859375,29062.33984375,0,0,0,0,1709.7
6.93816351890564,3970.05859375,29062.33984375,0,0,0,0,5051.6
7.127492189407349,4066.796875,29158.34375,0,0,0,0,4267.2
7.306262969970703,3971.0390625,29062.33984375,0,0,0,0,1706.4
7.511029005050659,3971.0390625,29062.33984375,0,0,0,0,4766.1
7.726178407669067,3971.0390625,29062.33984375,0,0,0,0,6242.5
7.904687881469727,3971.0390625,29062.33984375,0,0,0,0,1630.2
8.11202621459961,3971.0390625,29062.33984375,0,0,0,0,4961.5
8.313814163208008,3971.0390625,29062.33984375,0,0,0,0,6285.6
8.491949558258057,3971.0390625,29062.33984375,0,0,0,0,578.2
8.682695388793945,3971.0390625,29062.33984375,0,0,0,0,5294.8
8.86099886894226,3971.42578125,29062.33984375,0,0,0,0,4408.4
9.063835382461548,3971.42578125,29062.33984375,0,0,0,0,3992.8
9.24198579788208,3971.42578125,29062.33984375,0,0,0,0,2290.6
9.423069715499878,4109.3125,29206.33984375,0,0,0,0,1341.9
9.608706951141357,4233.6328125,29358.3515625,0,0,0,0,3684.6
9.799009561538696,4401.78515625,29526.35546875,0,0,0,0,1686.8
9.98867654800415,4545.921875,29670.35546875,0,0,0,0,1744.9
