timestamp,rss,vms,page_faults,major_faults,minor_faults,swap,cpu_percent
0.006910085678100586,548.91015625,25710.44921875,0,0,0,0,0.0
0.11184477806091309,548.91015625,25710.44921875,0,0,0,0,114.3
0.21616458892822266,548.91015625,25710.44921875,0,0,0,0,95.9
0.32024621963500977,548.91015625,25710.44921875,0,0,0,0,105.7
0.4254293441772461,548.91015625,25710.44921875,0,0,0,0,104.6
0.5328226089477539,548.91015625,25710.44921875,0,0,0,0,102.4
0.6423633098602295,576.05078125,25738.74609375,0,0,0,0,109.5
0.7480120658874512,666.234375,25826.640625,0,0,0,0,113.6
0.8533427715301514,666.234375,25826.640625,0,0,0,0,104.4
0.9608879089355469,666.234375,25826.640625,0,0,0,0,93.0
1.0690083503723145,666.234375,25826.640625,0,0,0,0,111.0
1.1771245002746582,666.234375,25826.640625,0,0,0,0,111.0
1.2854199409484863,666.234375,25826.640625,0,0,0,0,110.8
1.393972635269165,695.2734375,25856.9375,0,0,0,0,1621.4
1.5010180473327637,695.41015625,25856.9375,0,0,0,0,9089.9
1.6061804294586182,695.41015625,25856.9375,0,0,0,0,8729.4
1.7106647491455078,697.41015625,25888.94140625,0,0,0,0,6182.7
1.8164777755737305,695.41015625,25856.9375,0,0,0,0,7834.4
1.9221270084381104,695.41015625,25856.9375,0,0,0,0,7487.2
