timestamp,rss,vms,page_faults,major_faults,minor_faults,swap,cpu_percent
0.008114099502563477,1195.9453125,10105.2578125,0,0,0,0,0.0
0.11665606498718262,1195.9453125,10105.2578125,0,0,0,0,101.3
0.22442889213562012,1195.9453125,10105.2578125,0,0,0,0,92.8
0.3422996997833252,1195.9453125,10105.2578125,0,0,0,0,101.8
0.4501781463623047,1195.9453125,10105.2578125,0,0,0,0,102.0
0.5680806636810303,1195.9453125,10105.2578125,0,0,0,0,101.8
0.6969349384307861,1373.95703125,10427.52734375,0,0,0,0,93.1
0.8138682842254639,1342.4453125,10251.74609375,0,0,0,0,102.6
0.9326553344726562,1342.4453125,10251.74609375,0,0,0,0,101.0
1.040419578552246,1342.4453125,10251.74609375,0,0,0,0,102.1
1.148259162902832,1342.4453125,10251.74609375,0,0,0,0,92.7
1.259169578552246,1342.4453125,10251.74609375,0,0,0,0,99.2
1.3758528232574463,1400.94140625,10310.33984375,0,0,0,0,102.8
1.484938383102417,1400.94140625,10310.33984375,0,0,0,0,91.7
1.5933208465576172,1404.68359375,10416.35546875,0,0,0,0,46.1
1.7022416591644287,1433.4765625,10480.359375,0,0,0,0,27.5
